Date_UTC;Time_UTC;Event;Purposes_Of_Call;Time_Since_Previous_Report;Distance;Latitude_North_South;Latitude_Degree;Latitude_Minutes;Longitude_East_West;Longitude_Degree;Longitude_Minutes;Voyage_From;Voyage_To;Voyage_Number;Cargo_Mt;Time_Elapsed_Sailing;Time_Elapsed_Maneuvering;Time_Elapsed_Anchoring;Time_Elapsed_Drifting;ME_Consumption_HFO;ME_Consumption_LFO;ME_Consumption_MGO;AE_Consumption_HFO;AE_Consumption_LFO;AE_Consumption_MGO;Boiler_Consumption_HFO;Boiler_Consumption_LFO;Boiler_Consumption_MGO;Inert_gas_Consumption_MGO;ME_Consumption;ME_Consumption_BDN_2;AE_Consumption;Boiler_Consumption;Incinerator_Consumption;AE_Consumption_BDN_2;Boiler_Consumption_BDN_2;AE_Consumption_BDN_3;Boiler_Consumption_BDN_3;BDN_ROB;BDN_2_ROB;BDN_3_ROB;BDN_4_ROB;BDN_5_ROB;Cargo_heating_Consumption_HFO;Cargo_heating_Consumption_LFO;Cargo_heating_Consumption_MGO;Discharge_Pump_Work;Discharge_Pump_SFOC;Discharge_Pump_Fuel_Type;DPP_Cargo_Pump_Consumption_MDO;Cargo_Heating_Consumption_BDN;ROB_Fuel_Total;Incinerator_Consumption_BDN_2;Source_System;Last_Updated
2025-08-24;15:00;Noon (Position) - Sea passage;;16;219;S;39;12,13;W;58;0,27;P005;P014;VG156;12342,84;16;0;0;0;;;;;;;;;;;14,83;;0,63;1,67;;;;;;159,24;34,96;650,15;;;;;;;215;;;1,67;844,35;;OVDAdmin;2026-03-18 21:44
2025-08-25;15:00;End of sea passage;;24;308;S;36;16,34;W;52;36,56;P005;P014;VG156;12342,84;24;0;0;0;;;;;;;;;;;19,19;;1,31;3,61;;;;;;159,24;10,85;650,15;;;;;;;215;;;3,61;820,24;;OVDAdmin;2026-03-18 21:44
2025-08-26;15:00;Noon (Position) - Sea passage;;24;0;;;;;;;P005;P014;VG156;12342,84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;0;0;0;;215;HFO;0;;;;OVDAdmin;2026-03-18 21:44
2025-08-27;15:00;Noon (Position) - Sea passage;;24;302;S;27;15,81;W;46;36,58;P005;P014;VG156;12342,84;24;0;0;0;;;;;;;;;;;20,68;;1,1;2,15;;;;;;159,24;612,11;;;;;;;;215;;;2,15;771,35;;OVDAdmin;2026-03-18 21:44
2025-08-28;05:42;End of sea passage;;14,7;182;S;24;16,23;W;46;21,97;P005;P014;VG156;12342,84;14,7;0;0;0;;;;;;;;;;;11,38;;1,27;1,52;;;;;;159,24;597,94;;;;;;;;215;;;1,52;757,18;;OVDAdmin;2026-03-18 21:44
2025-08-28;15:00;Noon (Position) - Sea passage;;9,3;5,3;S;24;10,84;W;46;20,95;P005;P014;VG156;12342,84;0;1,05;8,25;0;;;;;;;;;;;0,47;;0,78;1,16;;;;;;159,24;595,53;;;;;;;;215;;;0,66;754,77;;OVDAdmin;2026-03-18 21:44
2025-08-29;15:00;Noon (Position) - Sea passage;;24;12,28;S;24;7,42;W;46;8,91;P005;P014;VG156;12342,84;0;1,42;22,58;0;;;;;;;;;;;1,45;;2,12;2,87;;;;;;159,24;589,09;;;;;;;;215;;;2;748,33;;OVDAdmin;2026-03-18 21:44
2025-08-30;15:00;Noon (Position) - Sea passage;;24;7,7;S;24;6,49;W;46;16,64;P005;P014;VG156;12342,84;0;0,97;23,03;0;;;;;;;;;;;0,73;;2,76;3,13;;;;;;159,24;582,47;;;;;;;;215;;;2,23;741,71;;OVDAdmin;2026-03-18 21:44
2025-08-31;15:00;Noon (Position) - Sea passage;;24;0;S;24;6,53;W;46;16,74;P005;P014;VG156;12342,84;0;0;24;0;;;;;;;;;;;;;2,75;2,78;;;;;;159,24;576,94;;;;;;;;215;;;1,88;736,18;;OVDAdmin;2026-03-18 21:44
2025-09-01;15:00;Noon (Position) - Sea passage;;24;0;S;24;6,63;W;46;16,83;P005;P014;VG156;12342,84;0;0;24;0;;;;;;;;;;;;;2,61;2,6;;;;;;159,24;571,73;;;;;;;;215;;;1,7;730,97;;OVDAdmin;2026-03-18 21:44
2025-09-02;15:00;Noon (Position) - Sea passage;;24;0;S;24;6,6;W;46;16,85;P005;P014;VG156;12342,84;0;0;24;0;;;;;;;;;;;;;2,66;2,51;;;;;;159,24;566,56;;;;;;;;215;;;1,61;725,8;;OVDAdmin;2026-03-18 21:44
2025-09-03;15:00;Noon (Position) - Sea passage;;24;0;S;24;6,56;W;46;16,94;P005;P014;VG156;12342,84;0;0;24;0;;;;;;;;;;;;;2,66;2,6;;;;;;159,24;561,3;;;;;;;;215;;;1,7;720,54;;OVDAdmin;2026-03-18 21:44
2025-09-04;15:00;Noon (Position) - Sea passage;;24;0;S;24;6,53;W;46;16,93;P005;P014;VG156;12342,84;0;0;24;0;;;;;;;;;;;;;2,63;2,78;;;;;;159,24;555,89;;;;;;;;215;;;1,88;715,13;;OVDAdmin;2026-03-18 21:44
2025-09-05;07:36;Arrival;;16,6;18;S;23;55,16;W;46;21,62;P005;P014;VG156;12342,84;0;2,68;13,92;0;;;;;;;;;;;1,36;;1,35;2,06;;;;;;159,24;551,12;;;;;;;;215;;;1,36;710,36;;OVDAdmin;2026-03-18 21:44
2025-09-05;15:00;Noon (Position) - Port;;7,4;0;S;23;55,16;W;46;21,62;P014;P014;VG156;5016,53;0;0;0;0;;;;;;;;;;;;;1,24;0,81;;;;;;159,24;549,07;;;;;;;;215;;;0,61;708,31;;OVDAdmin;2026-03-18 21:44
2025-09-06;15:00;Noon (Position) - Port;;24;0;S;23;55,16;W;46;21,62;P014;P014;VG156;5016,53;0;0;0;0;;;;;;;;;;;;;1,99;2,51;;;;;;159,24;544,57;;;;;;;1629,25;215;;;1,61;703,81;;OVDAdmin;2026-03-18 21:44
2025-09-07;12:15;Departure;CargoOperations;21,25;0;S;23;55,16;W;46;21,62;P014;P014;VG156;5016,53;0;0;0;0;;;;;;;;;;;0,5;;2,21;2,96;;;;;;159,24;538,9;248,92;;;;;;8401,785;215;;;2;947,06;;OVDAdmin;2026-03-18 21:44
2025-09-07;13:42;Begin of sea passage;;1,45;12;S;24;1,47;W;46;20,77;P014;P047;VG157;5016,53;0;1,45;0;0;;;;;;;;;;;0,78;;0,56;;;;;;;159,24;538,63;248,92;;;;;;;215;;;;946,79;;OVDAdmin;2026-03-18 21:44
2025-09-07;15:00;Noon (Position) - Sea passage;;1,3;17;S;24;16,34;W;46;24,05;P014;P047;VG157;5016,53;1,3;0;0;0;;;;;;;;;;;0,87;;0,68;;;;;;;159,24;537,08;248,92;;;;;;;215;;;;945,24;;OVDAdmin;2026-03-18 21:44
2025-09-08;15:00;Noon (Position) - Sea passage;;24;289;S;23;45,43;W;41;21,36;P014;P047;VG157;5016,53;24;0;0;0;;;;;;;;;;;19,05;;1,67;1,79;;;;;;159,24;514,58;248,92;;;;;;;215;;;1,79;922,74;;OVDAdmin;2026-03-18 21:44
2025-09-09;15:00;Noon (Position) - Sea passage;;24;296;S;19;58,53;W;38;23,65;P014;P047;VG157;5016,53;24;0;0;0;;;;;;;;;;;21,06;;1,64;3,77;;;;;;159,24;488,11;248,92;;;;;;;215;;;1,8;896,27;;OVDAdmin;2026-03-18 21:44
2025-09-10;15:00;Noon (Position) - Sea passage;;24;313;S;15;0,41;W;36;43,21;P014;P047;VG157;5016,53;24;0;0;0;;;;;;;;;;;20,92;;;;0,25;1,25;1,79;;;158,99;464,15;248,92;;;;;;;215;;;1,79;872,06;;OVDAdmin;2026-03-18 21:44
2025-09-11;15:00;Noon (Position) - Sea passage;;24;323;S;9;51,78;W;35;1,63;P014;P047;VG157;5016,53;24;0;0;0;;;;;;;;;;;21,32;;1,28;0,99;;;;;;158,99;440,56;248,92;;;;;;;215;;;0,99;848,47;;OVDAdmin;2026-03-18 21:44
2025-09-12;15:00;Noon (Position) - Sea passage;;24;345;S;4;35,84;W;35;35,81;P014;P047;VG157;5016,53;24;0;0;0;;;;;;;;;;;21,56;;1,05;0,24;;;;;;158,99;417,71;248,92;;;;;;;215;;;0,24;825,62;;OVDAdmin;2026-03-18 21:44
2025-09-13;15:00;Noon (Position) - Sea passage;;24;368;S;1;14,04;W;40;44,34;P014;P047;VG157;5016,53;24;0;0;0;;;;;;;;;;;22,48;;;;0,25;0,25;;;;158,74;394,98;248,92;;;;;;;215;;;;802,64;;OVDAdmin;2026-03-18 21:44
2025-09-14;16:00;Noon (Position) - Sea passage;;25;371;N;2;6,68;W;45;50,81;P014;P047;VG157;5016,53;25;0;0;0;;;;;;;;;;;22,76;;0,53;;;;;;;158,74;371,69;248,92;;;;;;;215;;;;779,35;;OVDAdmin;2026-03-18 21:44
2025-09-15;16:00;Noon (Position) - Sea passage;;24;380;N;5;33,25;W;51;5,13;P014;P047;VG157;5016,53;24;0;0;0;;;;;;;;;;;21,3;;;;;;;;;158,74;350,39;248,92;;;;;;;215;;;;758,05;;OVDAdmin;2026-03-18 21:44
2025-09-16;16:00;Noon (Position) - Sea passage;;24;352;N;8;48,43;W;56;5,97;P014;P047;VG157;5016,53;24;0;0;0;;;;;;;;;;;21,12;;0,7;;;;;;;158,74;328,57;248,92;;;;;;;215;;;;736,23;;OVDAdmin;2026-03-18 21:44
2025-09-17;16:00;Noon (Position) - Sea passage;;24;338;N;11;29,92;W;61;3,08;P014;P047;VG157;5016,53;24;0;0;0;;;;;;;;;;;21,51;;0,83;;;;;;;158,74;306,23;248,92;;;;;;;215;;;;713,89;;OVDAdmin;2026-03-18 21:44
2025-09-18;17:00;Noon (Position) - Sea passage;;25;378;N;13;25,33;W;67;5,4;P014;P047;VG157;5016,53;25;0;0;0;;;;;;;;;;;22,19;;0,73;;;;;;;158,74;283,31;248,92;;;;;;;215;;;;690,97;;OVDAdmin;2026-03-18 21:44
2025-09-19;17:00;Noon (Position) - Sea passage;;24;335;N;15;31,94;W;72;25,12;P014;P047;VG157;5016,53;24;0;0;0;;;;;;;;;;;21,07;;;;0,2;0,98;1,43;;;158,54;259,83;248,92;;;;;;;215;;;1,43;667,29;;OVDAdmin;2026-03-18 21:44
2025-09-20;17:00;Noon (Position) - Sea passage;;24;312;N;17;29,15;W;77;26,02;P014;P047;VG157;5016,53;24;0;0;0;;;;;;;;;;;21,89;;1,58;1,7;;;;;;158,54;234,66;248,92;;;;;;;215;;;1,7;642,12;;OVDAdmin;2026-03-18 21:44
2025-09-21;18:00;Noon (Position) - Sea passage;;25;335;N;19;52,9;W;82;42,55;P014;P047;VG157;5016,53;25;0;0;0;;;;;;;;;;;22,63;;0,9;1,16;;;;;;158,54;209,97;248,92;;;;;;;215;;;1,16;617,43;;OVDAdmin;2026-03-18 21:44
2025-09-22;18:00;Noon (Position) - Sea passage;;24;334;N;22;47,2;W;87;41,76;P014;P047;VG157;5016,53;24;0;0;0;;;;;;;;;;;21,82;;2,34;1,25;;;;;;158,54;184,56;248,92;;;;;;;215;;;1,25;592,02;;OVDAdmin;2026-03-18 21:44
2025-09-23;18:00;Noon (Position) - Sea passage;;24;330;N;21;42,42;W;93;15,4;P014;P047;VG157;5016,53;24;0;0;0;;;;;;;;;;;21,23;;1,68;1,07;;;;;;158,54;160,58;248,92;;;;;;;215;;;1,07;568,04;;OVDAdmin;2026-03-18 21:44
2025-09-24;09:30;End of sea passage;;15,5;198;N;19;27,68;W;95;54,76;P014;P047;VG157;5016,53;15,5;0;0;0;;;;;;;;;;;11,36;;2,15;1,42;;;;;;158,54;145,65;248,92;;;;;;;215;;;1,42;553,11;;OVDAdmin;2026-03-18 21:44
2025-09-24;15:50;Arrival;;6,33;25;N;19;12,71;W;96;8,31;P014;P047;VG157;5016,53;0;6,33;0;0;;;;;;;;;;;1,89;;0,83;0,53;;;;;;158,54;142,4;248,92;;;;;;;215;;;0,4;549,86;;OVDAdmin;2026-03-18 21:44
2025-09-24;18:00;Noon (Position) - Port;;2,17;0;N;19;12,71;W;96;8,31;P047;P047;VG157;0;0;0;0;0;;;;;;;;;;;;;0,48;0,32;;;;;;158,54;141,6;248,92;;;;;;;215;;;0,22;549,06;;OVDAdmin;2026-03-18 21:44
2025-09-25;18:00;Noon (Position) - Port;;24;0;N;19;12,71;W;96;8,31;P047;P047;VG157;0;0;0;0;0;;;;;;;;;;;;;3,85;3,03;;;;;;158,54;134,72;248,92;;;;;;8432,655;215;;;2,13;542,18;;OVDAdmin;2026-03-18 21:44
2025-09-26;09:15;Departure;CargoOperations;15,25;0;N;19;12,71;W;96;8,31;P047;P047;VG157;0;0;0;0;0;;;;;;;;;;;0,72;;2,37;3,92;;;;;;158,54;127,71;248,92;;;;;;7374,5;215;;;3,32;535,17;;OVDAdmin;2026-03-18 21:44
2025-09-26;10:30;Begin of sea passage;;1,25;8;N;19;11,11;W;96;2,11;P047;P060;VG158;0;0;1,25;0;0;;;;;;;;;;;0,63;;0,28;;;;;;;158,54;126,8;248,92;;;;;;0;215;;;;534,26;;OVDAdmin;2026-03-18 21:44
2025-09-26;18:00;Noon (Position) - Sea passage;;7,5;100;N;20;46,13;W;95;36,67;P047;P060;VG158;0;7,5;0;0;0;;;;;;;;;;;5,32;;0,64;0,18;;;;;;158,54;120,66;248,92;;;;;;0;215;;;;528,12;;OVDAdmin;2026-03-18 21:44
2025-09-27;17:00;Noon (Position) - Sea passage;;23;310;N;24;19,67;W;92;25,57;P047;P060;VG158;0;23;0;0;0;;;;;;;;;;;19,72;;1,11;2,85;;;;;;158,54;96,98;248,92;;;;;;0;215;;;;504,44;;OVDAdmin;2026-03-18 21:44
2025-09-28;17:00;Noon (Position) - Sea passage;;24;299;N;28;35,9;W;94;24,43;P047;P060;VG158;0;24;0;0;0;;;;;;;;;;;7,69;11,57;3,39;0,09;;0,92;0,45;;;143,49;87,92;248,92;;;;;;0;215;;;;480,33;;OVDAdmin;2026-03-18 21:44
2025-09-28;20:00;End of sea passage;;3;39;N;29;13,93;W;94;29,86;P047;P060;VG158;0;3;0;0;0;;;;;;;;;;;2,45;;1,28;;;;;;;139,76;87,92;248,92;;;;;;0;215;;;;476,6;;OVDAdmin;2026-03-18 21:44
2025-09-28;23:12;Arrival;;3,2;25;N;29;21,7;W;94;55;P047;P060;VG158;0;0;3,2;0;0;;;;;;;;;;;1,6;;1,28;0,17;;;;;;136,71;87,92;248,92;;;;;;0;215;;;;473,55;;OVDAdmin;2026-03-18 21:44
2025-09-29;17:00;Noon (Position) - Port;;17,8;0;N;29;21,7;W;94;55;P060;P060;VG158;3577,72;0;0;0;0;;;;;;;;;;;;;2,64;0,75;;;;;;133,32;87,92;248,92;;;;;;0;215;;;;470,16;;OVDAdmin;2026-03-18 21:44
2025-09-30;17:00;Noon (Position) - Port;;24;23;N;29;18,75;W;94;31,56;P060;P060;VG158;3577,72;0;2,73;0;0;;;;;;;;;;;1,95;;4,39;1;;;;;;125,98;87,92;248,92;283,82;282,69;;;;0;215;;;0,2;1029,33;;OVDAdmin;2026-03-18 21:44
2025-10-01;17:00;Noon (Position) - Port;;24;0;N;29;18,75;W;94;31,56;P060;P060;VG158;3577,72;0;0;0;0;;;;;;;;;;;;;3,86;0,94;;;;;;121,18;87,92;248,92;283,82;282,69;;;;0;215;;;0,14;1024,53;;OVDAdmin;2026-03-18 21:44
2025-10-02;17:00;Noon (Position) - Port;;24;48;N;29;44,6;W;95;5,9;P060;P060;VG158;3577,72;0;5,27;0;0;;;;;;;;;;;4,08;;3,64;0,86;;;;;;112,6;87,92;248,92;283,82;282,69;;;;0;215;;;0,1;1015,95;;OVDAdmin;2026-03-18 21:44
2025-10-02;18:30;Departure;;1,5;0;N;29;44,61;W;95;5,89;P060;P060;VG158;3577,72;0;0;0;0;;;;;;;;;;;0,22;;0,62;0,17;;;;;;111,59;87,92;248,92;283,82;282,69;;;;0;215;;;0,07;1014,94;;OVDAdmin;2026-03-18 21:44
2025-10-02;22:30;Begin of sea passage;;4;48;N;29;14,88;W;94;33,85;P060;P064;VG137;3577,72;0;4;0;0;;;;;;;;;;;2,43;;0,84;;;;;;;108,32;87,92;248,92;283,82;282,69;;;;0;215;;;;1011,67;;OVDAdmin;2026-03-18 21:44
2025-10-03;07:30;End of sea passage;;9;122;N;28;18,56;W;96;11,72;P060;P064;VG137;3577,72;9;0;0;0;;;;;;;;;;;7,38;;1,86;;;;;;;99,08;87,92;248,92;283,82;282,69;;;;0;215;;;;1002,43;;OVDAdmin;2026-03-18 21:44
2025-10-03;16:06;Arrival;;8,6;30;N;28;38,71;W;96;33,17;P060;P064;VG137;3577,72;0;4,05;4,55;0;;;;;;;;;;;2,07;;1,14;0,34;;;;;;95,53;87,92;248,92;283,82;282,69;;;;0;215;;;0,14;998,88;;OVDAdmin;2026-03-18 21:44
2025-10-03;17:00;Noon (Position) - Port;;0,9;0;N;28;38,71;W;96;33,17;P064;P064;VG137;11862,31;0;0;0;0;;;;;;;;;;;;;0,21;0,09;;;;;;95,23;87,92;248,92;283,82;282,69;;;;0;215;;;0,02;998,58;;OVDAdmin;2026-03-18 21:44
2025-10-04;17:00;Noon (Position) - Port;;24;0;N;28;38,71;W;96;33,17;P064;P064;VG137;11862,31;0;0;0;0;;;;;;;;;;;;;4,5;1;;;;;;89,73;87,92;248,92;283,82;282,69;;;;0;215;;;0,2;993,08;;OVDAdmin;2026-03-18 21:44
2025-10-05;13:30;Departure;;20,5;0;N;28;38,71;W;96;33,18;P064;P064;VG137;11862,31;0;0;0;0;;;;;;;;;;;0,21;;3,54;0,84;;;;;;85,14;87,92;248,92;283,82;282,69;;;;0;215;;;0,1;988,49;;OVDAdmin;2026-03-18 21:44
2025-10-05;16:15;Begin of sea passage;;2,75;26;N;28;20,81;W;96;15,56;P064;P059;VG138;11862,31;0;2,75;0;0;;;;;;;;;;;1,8;;0,46;;;;;;;82,88;87,92;248,92;283,82;282,69;;;;0;215;;;;986,23;;OVDAdmin;2026-03-18 21:44
2025-10-05;17:00;Noon (Position) - Sea passage;;0,75;9;N;28;13,62;W;96;7,88;P064;P059;VG138;11862,31;0,75;0;0;0;;;;;;;;;;;0,45;;0,12;;;;;;;82,31;87,92;248,92;283,82;282,69;;;;0;215;;;;985,66;;OVDAdmin;2026-03-18 21:44
2025-10-05;22:30;End of sea passage;;5,5;67;N;28;45,74;W;95;7,38;P064;P059;VG138;11862,31;5,5;0;0;0;;;;;;;;;;;4,42;;0,14;;;;;;;77,75;87,92;248,92;283,82;282,69;;;;0;215;;;;981,1;;OVDAdmin;2026-03-18 21:44
2025-10-06;17:00;Noon (Position) - Sea passage;;18,5;6;N;28;51,81;W;95;9,51;P064;P059;VG138;11862,31;0;0,75;17,75;0;;;;;;;;;;;0,43;;3,16;0,9;;;;;;73,26;87,92;248,92;283,82;282,69;;;;0;215;;;0,1;976,61;;OVDAdmin;2026-03-18 21:44
2025-10-07;03:06;Arrival;;10,1;10,35;N;28;56,66;W;95;18,51;P064;P059;VG138;11862,31;0;2,52;7,58;0;;;;;;;;;;;0,89;;1,96;0,28;;;;;;70,13;87,92;248,92;283,82;282,69;;;;0;215;;;0,08;973,48;;OVDAdmin;2026-03-18 21:44
2025-10-07;17:00;Noon (Position) - Port;;13,9;0;N;28;56,66;W;95;18,5;P059;P059;VG138;31093,26;0;0;0;0;;;;;;;;;;;;;2,04;0,52;;;;;;67,57;87,92;248,92;283,82;282,69;;;;0;215;;;0,12;970,92;;OVDAdmin;2026-03-18 21:44
2025-10-08;17:00;Noon (Position) - Port;;24;0;N;28;56,66;W;95;18,5;P059;P059;VG138;31093,26;0;0;0;0;;;;;;;;;;;;;2,36;0,75;;;;;;64,46;87,92;248,92;283,82;282,69;;;;0;215;;;0,15;967,81;;OVDAdmin;2026-03-18 21:44
2025-10-09;17:00;Noon (Position) - Port;;24;0,61;N;28;56,6;W;95;19,03;P059;P059;VG138;31093,26;0;0,83;0;0;;;;;;;;;;;0,6;;3,32;0,8;;;;;;59,74;87,92;248,92;283,82;282,69;;;;0;215;;;0,1;963,09;;OVDAdmin;2026-03-18 21:44
2025-10-10;09:00;Departure;;16;0;N;28;56,59;W;95;19,03;P059;P059;VG138;31093,26;0;0;0;0;;;;;;;;;;;0,12;;2,56;0,62;;;;;;56,44;87,92;248,92;283,82;282,69;;;;0;215;;;0,12;959,79;;OVDAdmin;2026-03-18 21:44
2025-10-10;09:40;Begin of sea passage;;0,67;5,5;N;28;52,88;W;95;15,05;P059;P015;VG159;31093,26;0;0,67;0;0;;;;;;;;;;;0,42;;0,16;;;;;;;55,86;86,85;248,92;283,82;282,69;;;;;215;;;;958,14;;OVDAdmin;2026-03-18 21:44
2025-10-10;17:00;Noon (Position) - Sea passage;;7,33;89;N;27;41,35;W;94;24,35;P059;P015;VG159;31093,26;7,33;0;0;0;;;;;;;;;;;5,37;;;;;;;;;50,49;86,85;248,92;283,82;282,69;;;;;215;;;;952,77;;OVDAdmin;2026-03-18 21:44
2025-10-11;17:00;Noon (Position) - Sea passage;;24;288;N;25;8,38;W;90;14,21;P059;P015;VG159;31093,26;24;0;0;0;;;;;;;;;;;9,57;12,44;1,03;;;;;;;40,92;73,38;248,92;283,82;282,69;;;;;215;;;;929,73;;OVDAdmin;2026-03-18 21:44
2025-10-12;17:00;Noon (Position) - Sea passage;;24;272;N;24;2,82;W;85;25,28;P059;P015;VG159;31093,26;24;0;0;0;;;;;;;;;;;22,69;;;;0,2;;;;;40,72;50,69;248,92;283,82;282,69;;;;;215;;;;906,84;;OVDAdmin;2026-03-18 21:44
2025-10-13;17:00;Noon (Position) - Sea passage;;24;334;N;23;9,02;W;79;37,45;P059;P015;VG159;31093,26;24;0;0;0;;;;;;;;;;;22,88;;;;;;;;;40,72;27,81;248,92;283,82;282,69;;;;;215;;;;883,96;;OVDAdmin;2026-03-18 21:44
2025-10-14;17:00;Noon (Position) - Sea passage;;24;315;N;20;58,52;W;74;28,68;P059;P015;VG159;31093,26;24;0;0;0;;;;;;;;;;;22,67;;0,18;;;;;;;40,72;4,96;248,92;283,82;282,69;;;;;215;;;;861,11;;OVDAdmin;2026-03-18 21:44
2025-10-15;17:00;Noon (Position) - Sea passage;;24;309;N;19;38,72;W;69;14,54;P059;P015;VG159;31093,26;24;0;0;0;;;;;;;;;;;4,96;17,76;;;;;;;;40,72;0;231,16;283,82;282,69;;;;;215;;;;838,39;;OVDAdmin;2026-03-18 21:44
2025-10-16;16:00;Noon (Position) - Sea passage;;23;297;N;16;29,94;W;66;6,12;P059;P015;VG159;31093,26;23;0;0;0;;;;;;;;;;;22,03;;;;;;;;;40,72;209,13;283,82;282,69;;;;;;215;;;;816,36;;OVDAdmin;2026-03-18 21:44
2025-10-17;16:00;Noon (Position) - Sea passage;;24;300;N;14;17,67;W;61;26,43;P059;P015;VG159;31093,26;24;0;0;0;;;;;;;;;;;22,63;;0,26;;;;;;;40,72;186,24;283,82;282,69;;;;;;215;;;;793,47;;OVDAdmin;2026-03-18 21:44
2025-10-18;16:00;Noon (Position) - Sea passage;;24;290;N;12;23,54;W;56;58,83;P059;P015;VG159;31093,26;24;0;0;0;;;;;;;;;;;22,73;;0,24;;;;;;;40,72;163,27;283,82;282,69;;;;;;215;;;;770,5;;OVDAdmin;2026-03-18 21:44
