Date_UTC;Time_UTC;Event;Purposes_Of_Call;Time_Since_Previous_Report;Distance;Latitude_North_South;Latitude_Degree;Latitude_Minutes;Longitude_East_West;Longitude_Degree;Longitude_Minutes;Voyage_From;Voyage_To;Voyage_Number;Cargo_Mt;Time_Elapsed_Sailing;Time_Elapsed_Maneuvering;Time_Elapsed_Anchoring;Time_Elapsed_Drifting;ME_Consumption;ME_Consumption_BDN_2;AE_Consumption;Boiler_Consumption;AE_Consumption_BDN_2;Boiler_Consumption_BDN_2;BDN_ROB;BDN_2_ROB;BDN_3_ROB;BDN_4_ROB;BDN_5_ROB;Discharge_Pump_Work;Discharge_Pump_SFOC;Cargo_Heating_Consumption_BDN;ROB_Fuel_Total;Source_System;Last_Updated
2025-01-01;18:00;Noon (Position) - Port;;24;42;N;29;44,25;W;95;7,72;USHOU;USHOU;202405-4-NLRTM-USHOU;18847,98;0;5,45;0;0;4,6;;3,6;0,9;;;64,97;35,6;649,7;150,13;200;;215;;1100,4;OVDAdmin;2026-02-05 01:44
2025-01-02;18:00;Noon (Position) - Port;;24;49;N;29;14,2;W;94;36,69;USHOU;USHOU;202405-4-NLRTM-USHOU;18847,98;0;5,08;0;0;5,2;;3,7;0,9;;;55,17;35,6;649,7;150,13;200;;215;;1090,6;OVDAdmin;2026-02-05 01:44
2025-01-03;18:00;Noon (Position) - Port;;24;0;N;29;14,19;W;94;36,7;USHOU;USHOU;202405-4-NLRTM-USHOU;18847,98;0;0;0;0;;;3,2;0,9;;;51,07;35,6;649,7;150,13;200;;215;;1086,5;OVDAdmin;2026-02-05 01:44
2025-01-04;18:00;Noon (Position) - Port;;24;50;N;29;44,6;W;95;5,9;USHOU;USHOU;202405-4-NLRTM-USHOU;18847,98;0;6,33;0;0;5,3;;3,7;0,9;;;41,17;35,6;649,7;150,13;200;;215;;1076,6;OVDAdmin;2026-02-05 01:44
2025-01-05;18:00;Noon (Position) - Port;;24;48;N;29;12,96;W;94;35,54;USHOU;USHOU;202405-4-NLRTM-USHOU;18847,98;0;5,02;0;0;5,2;;4,5;1,4;;;30,07;35,6;649,7;150,13;200;;215;0,6;1065,5;OVDAdmin;2026-02-05 01:44
2025-01-06;18:00;Noon (Position) - Port;;24;50;N;29;44,69;W;95;5,78;USHOU;USHOU;202405-4-NLRTM-USHOU;18847,98;0;5,75;0;0;5,3;;4,2;1,9;;;18,67;35,6;649,7;150,13;200;;215;1;1054,1;OVDAdmin;2026-02-05 01:44
2025-01-07;18:00;Noon (Position) - Port;;24;0;N;29;44,69;W;95;5,78;USHOU;USHOU;202405-4-NLRTM-USHOU;18847,98;0;0;0;0;;;5,8;2,2;;;10,67;35,6;649,7;150,13;200;;215;1,3;1046,1;OVDAdmin;2026-02-05 01:44
2025-01-07;19:58;Departure;CargoOperations;1,97;0;N;29;44,69;W;95;5,79;USHOU;USHOU;202405-4-NLRTM-USHOU;18847,98;0;0;0;0;;;0,5;0,3;;;9,87;35,6;649,7;150,13;200;;215;0,2;1045,3;OVDAdmin;2026-02-05 01:44
2025-01-08;00:30;Begin of sea passage;;4,53;43;N;29;16,89;W;94;36,79;USHOU;USFPO;202406-1-USHOU-USFPO;18847,98;0;4,53;0;0;4,3;;1,2;;;;4,37;35,6;649,7;150,13;200;0;215;;1039,8;OVDAdmin;2026-02-05 01:44
2025-01-08;03:42;End of sea passage;;3,2;14,38;N;28;49,3;W;95;0,23;USHOU;USFPO;202406-1-USHOU-USFPO;18847,98;3,2;0;0;0;3,3;;0,7;;;;0,37;35,6;649,7;150,13;200;0;215;;1035,8;OVDAdmin;2026-02-05 01:44
2025-01-08;18:00;Noon (Position) - Sea passage;;14,3;1;N;28;49,58;W;95;8,47;USHOU;USFPO;202406-1-USHOU-USFPO;18847,98;0;1,2;13,1;0;0,37;0,43;2,4;1,2;;;0;35,6;649,7;146,1;200;0;215;;1031,4;OVDAdmin;2026-02-05 01:44
2025-01-08;20:00;Arrival;;2;12;N;28;56,6;W;95;19,03;USHOU;USFPO;202406-1-USHOU-USFPO;18847,98;0;2;0;0;1,3;;0,3;;;;35,6;649,7;144,5;200;;0;215;;1029,8;OVDAdmin;2026-02-05 01:44
2025-01-09;18:00;Noon (Position) - Port;;22;0;N;28;56,6;W;95;19,03;USFPO;USFPO;202406-1-USHOU-USFPO;23003,49;0;0;0;0;;;4;1,7;;;35,6;649,7;138,8;200;;0;215;;1024,1;OVDAdmin;2026-02-05 01:44
2025-01-10;18:00;Noon (Position) - Port;;24;0;N;28;56,6;W;95;19,03;USFPO;USFPO;202406-1-USHOU-USFPO;23003,49;0;0;0;0;;;5;2,7;;;35,6;649,7;131,1;200;;0;215;1,9;1016,4;OVDAdmin;2026-02-05 01:44
2025-01-11;14:08;Departure;;20,13;0;N;28;56,6;W;95;19,03;USFPO;USFPO;202406-1-USHOU-USFPO;23003,49;0;0;0;0;;;4,2;3,5;;;35,6;649,7;123,4;200;;0;215;2,7;1008,7;OVDAdmin;2026-02-05 01:44
2025-01-11;14:48;Begin of sea passage;;0,67;6;N;28;52,99;W;95;14,55;USFPO;USBTR;202406-2-USFPO-USBTR;23003,49;0;0,67;0;0;0,8;;0,2;;;;35,6;649,7;122,4;200;;0;215;;1007,7;OVDAdmin;2026-02-05 01:44
2025-01-11;18:00;Noon (Position) - Sea passage;;3,2;42;N;28;23,17;W;94;43,43;USFPO;USBTR;202406-2-USFPO-USBTR;23003,49;3,2;0;0;0;2,7;;0,5;;;;35,6;649,7;119,2;200;;0;215;;1004,5;OVDAdmin;2026-02-05 01:44
2025-01-12;18:00;Noon (Position) - Sea passage;;24;317;N;28;35,11;W;89;39,19;USFPO;USBTR;202406-2-USFPO-USBTR;23003,49;24;0;0;0;23,3;;4,5;;;;35,6;649,7;91,4;200;;0;215;;976,7;OVDAdmin;2026-02-05 01:44
2025-01-12;18:30;End of sea passage;;0,5;6;N;28;41,8;W;89;33,1;USFPO;USBTR;202406-2-USFPO-USBTR;23003,49;0,5;0;0;0;0,45;;0,1;;;;35,6;649,7;90,85;200;;0;215;;976,15;OVDAdmin;2026-02-05 01:44
2025-01-13;18:00;Noon (Position) - Sea passage;;23,5;120;N;29;55,02;W;90;8,21;USFPO;USBTR;202406-2-USFPO-USBTR;23003,49;0;11,83;11,67;0;6,9;;3;1,55;;;35,6;649,7;79,4;200;;0;215;0,85;964,7;OVDAdmin;2026-02-05 01:44
2025-01-14;06:10;Arrival;;12,17;95;N;30;18,69;W;91;13,59;USFPO;USBTR;202406-2-USFPO-USBTR;23003,49;0;12,17;0;0;10,8;;1,5;0,2;;;35,6;649,7;66,9;200;;0;215;0,2;952,2;OVDAdmin;2026-02-05 01:44
2025-01-14;18:00;Noon (Position) - Port;;11,83;0;N;30;18,69;W;91;13,59;USBTR;USBTR;202406-2-USFPO-USBTR;25102,29;0;0;0;0;;;1,3;1;;;35,6;649,7;64,6;200;;0;215;0,5;949,9;OVDAdmin;2026-02-05 01:44
2025-01-15;18:00;Noon (Position) - Port;;24;0;N;30;18,69;W;91;13,59;USBTR;USBTR;202406-2-USFPO-USBTR;25102,29;0;0;0;0;;;3,2;2,3;;;35,6;649,7;59,1;200;;0;215;1,5;944,4;OVDAdmin;2026-02-05 01:44
2025-01-16;00:50;Departure;;6,83;0;N;30;18,69;W;91;13,59;USBTR;USBTR;202406-2-USFPO-USBTR;25102,29;0;0;0;0;;;0,9;0,7;;;35,6;649,7;57,5;200;;0;215;0,5;942,8;OVDAdmin;2026-02-05 01:44
2025-01-16;16:54;Begin of sea passage;;16,07;207;N;28;50,29;W;89;25,66;USBTR;BRARB;202406-3-USBTR-BRARB;25102,29;0;16,07;0;0;16,9;;3,1;1;;;35,6;649,7;36,5;200;;;215;1;921,8;OVDAdmin;2026-02-05 01:44
2025-01-16;18:00;Noon (Position) - Sea passage;;1,1;14;N;28;37,7;W;89;18,43;USBTR;BRARB;202406-3-USBTR-BRARB;25102,29;1,1;0;0;0;0,8;;0,2;;;;35,6;649,7;35,5;200;;;215;;920,8;OVDAdmin;2026-02-05 01:44
2025-01-17;18:00;Noon (Position) - Sea passage;;24;321;N;24;39,06;W;85;43,66;USBTR;BRARB;202406-3-USBTR-BRARB;25102,29;24;0;0;0;14,6;7,2;1;0,3;2,3;0,8;27,1;649,7;17,8;200;;;215;1,1;894,6;OVDAdmin;2026-02-05 01:44
2025-01-18;18:00;Noon (Position) - Sea passage;;24;334;N;23;12,19;W;79;59,44;USBTR;BRARB;202406-3-USBTR-BRARB;25102,29;24;0;0;0;23,2;;0,9;0,8;;;2,2;649,7;17,8;200;;;215;0,8;869,7;OVDAdmin;2026-02-05 01:44
2025-01-19;18:00;Noon (Position) - Sea passage;;24;300;N;21;2,21;W;75;11,11;USBTR;BRARB;202406-3-USBTR-BRARB;25102,29;24;0;0;0;2,2;20,4;;0,7;;;0;628,6;17,8;200;;;215;0,7;846,4;OVDAdmin;2026-02-05 01:44
2025-01-20;17:00;Noon (Position) - Sea passage;;23;280;N;20;2,57;W;70;22,76;USBTR;BRARB;202406-3-USBTR-BRARB;25102,29;23;0;0;0;21,7;;0,4;0,8;;;605,7;17,8;200;;;;215;0,8;823,5;OVDAdmin;2026-02-05 01:44
2025-01-21;17:00;Noon (Position) - Sea passage;;24;275;N;19;45,8;W;65;34,6;USBTR;BRARB;202406-3-USBTR-BRARB;25102,29;24;0;0;0;22,7;;0,4;0,8;;;581,8;17,8;200;;;;215;0,8;799,6;OVDAdmin;2026-02-05 01:44
2025-01-22;17:00;Noon (Position) - Sea passage;;24;263;N;17;58,6;W;61;25;USBTR;BRARB;202406-3-USBTR-BRARB;25102,29;24;0;0;0;22,8;;0,5;0,8;;;557,7;17,8;200;;;;215;0,8;775,5;OVDAdmin;2026-02-05 01:44
2025-01-23;17:00;Noon (Position) - Sea passage;;24;261;N;15;12,21;W;58;0,39;USBTR;BRARB;202406-3-USBTR-BRARB;25102,29;24;0;0;0;22,8;;1,1;;;;533,8;17,8;200;;;;215;;751,6;OVDAdmin;2026-02-05 01:44
2025-01-24;16:00;Noon (Position) - Sea passage;;23;251;N;12;36,46;W;54;38,39;USBTR;BRARB;202406-3-USBTR-BRARB;25102,29;23;0;0;0;21,8;;0,6;0,7;;;510,7;17,8;200;;;;215;0,7;728,5;OVDAdmin;2026-02-05 01:44
2025-01-25;16:00;Noon (Position) - Sea passage;;24;267;N;9;50,5;W;51;4,96;USBTR;BRARB;202406-3-USBTR-BRARB;25102,29;24;0;0;0;22,7;;;0,6;;;487,4;17,8;200;;;;215;0,6;705,2;OVDAdmin;2026-02-05 01:44
2025-01-26;16:00;Noon (Position) - Sea passage;;24;290;N;6;41,7;W;47;25;USBTR;BRARB;202406-3-USBTR-BRARB;25102,29;24;0;0;0;22,8;;;0,6;;;464;17,8;200;;;;215;0,6;681,8;OVDAdmin;2026-02-05 01:44
2025-01-27;15:00;Noon (Position) - Sea passage;;23;282;N;3;29,33;W;43;55,53;USBTR;BRARB;202406-3-USBTR-BRARB;25102,29;23;0;0;0;21,7;;0,7;0,4;;;441,2;17,8;200;;;;215;0,4;659;OVDAdmin;2026-02-05 01:44
2025-01-28;15:00;Noon (Position) - Sea passage;;24;297;N;0;6,88;W;40;21,47;USBTR;BRARB;202406-3-USBTR-BRARB;25102,29;24;0;0;0;22,9;;0,6;0,6;;;417,1;17,8;200;;;;215;0,6;634,9;OVDAdmin;2026-02-05 01:44
2025-01-29;15:00;Noon (Position) - Sea passage;;24;285;S;2;58,9;W;36;48,9;USBTR;BRARB;202406-3-USBTR-BRARB;25102,29;24;0;0;0;22,7;;0,8;0,6;;;393;17,8;200;;;;215;0,6;610,8;OVDAdmin;2026-02-05 01:44
2025-01-30;15:00;Noon (Position) - Sea passage;;24;288;S;6;59,41;W;34;20,54;USBTR;BRARB;202406-3-USBTR-BRARB;25102,29;24;0;0;0;22,9;;1,2;0,7;;;368,2;17,8;200;;;;215;0,7;586;OVDAdmin;2026-02-05 01:44
2025-01-31;15:00;Noon (Position) - Sea passage;;24;305;S;11;23,3;W;36;35,49;USBTR;BRARB;202406-3-USBTR-BRARB;25102,29;24;0;0;0;22,9;;1,6;0,3;;;343,4;17,8;200;;;;215;0,3;561,2;OVDAdmin;2026-02-05 01:44
2025-02-01;02:24;End of sea passage;;11,4;157;S;13;7,94;W;38;31,26;USBTR;BRARB;202406-3-USBTR-BRARB;25102,29;11,4;0;0;0;10,9;;1,2;0,8;;;330,5;17,8;200;;;;215;0,8;548,3;OVDAdmin;2026-02-05 01:44
2025-02-01;15:00;Noon (Position) - Sea passage;;12,6;8;S;13;5,44;W;38;37,81;USBTR;BRARB;202406-3-USBTR-BRARB;25102,29;0;1,13;11,47;0;0,6;;2,4;1,2;;;326,3;17,8;200;;;;215;0,8;544,1;OVDAdmin;2026-02-05 01:44
2025-02-02;15:00;Noon (Position) - Sea passage;;24;0;S;13;5,48;W;38;37,81;USBTR;BRARB;202406-3-USBTR-BRARB;25102,29;0;0;24;0;;;4,2;3;;;319,1;17,8;200;;;;215;2,1;536,9;OVDAdmin;2026-02-05 01:44
2025-02-02;18:57;Arrival;;3,95;21;S;12;47;W;38;30;USBTR;BRARB;202406-3-USBTR-BRARB;25102,29;0;3,12;0,83;0;1,8;;0,9;0,2;;;316,2;17,8;200;;;;215;;534;OVDAdmin;2026-02-05 01:44
2025-02-03;15:00;Noon (Position) - Port;;20,05;0;S;12;46,99;W;38;30;BRARB;BRARB;202406-3-USBTR-BRARB;23977,46;0;0;0;0;;;3,9;2,4;;;309,9;17,8;200;;;613,97;215;1,8;527,7;OVDAdmin;2026-02-05 01:44
2025-02-04;08:35;Departure;CargoOperations;17,58;0,07;S;12;47;W;38;29,99;BRARB;BRARB;202406-3-USBTR-BRARB;23977,46;0;0;0;0;;;4,1;2,3;;;303,5;17,8;200;;;929,53;215;1,5;521,3;OVDAdmin;2026-02-05 01:44
2025-02-04;10:24;Begin of sea passage;;1,82;0;S;13;1,61;W;38;33,69;BRARB;BRSSZ;202406-4-BRARB-BRSSZ;23977,46;0;1,82;0;0;1,5;;0,3;;;;301,7;17,8;200;;;0;215;;519,5;OVDAdmin;2026-02-05 01:44
2025-02-04;15:00;Noon (Position) - Sea passage;;4,6;53;S;13;57,87;W;38;23,07;BRARB;BRSSZ;202406-4-BRARB-BRSSZ;23977,46;4,6;0;0;0;3,9;;0,6;0,3;;;296,9;17,8;200;;;0;215;0,3;514,7;OVDAdmin;2026-02-05 01:44
2025-02-05;15:00;Noon (Position) - Sea passage;;24;333;S;19;22,7;W;37;52,2;BRARB;BRSSZ;202406-4-BRARB-BRSSZ;23977,46;24;0;0;0;22,8;;1,4;0,5;;;272,2;17,8;200;;;0;215;0,5;490;OVDAdmin;2026-02-05 01:44
2025-02-06;15:00;Noon (Position) - Sea passage;;24;321;S;23;43,44;W;40;32,23;BRARB;BRSSZ;202406-4-BRARB-BRSSZ;23977,46;24;0;0;0;22,5;;1;0,5;;;248,2;17,8;200;;;0;215;0,5;466;OVDAdmin;2026-02-05 01:44
2025-02-07;15:00;Noon (Position) - Sea passage;;24;324;S;24;26,72;W;46;16,07;BRARB;BRSSZ;202406-4-BRARB-BRSSZ;23977,46;24;0;0;0;23,1;;1,4;0,5;;;223,2;17,8;200;;;0;215;0,5;441;OVDAdmin;2026-02-05 01:44
2025-02-07;16:00;End of sea passage;;1;8;S;24;15,14;W;46;22,99;BRARB;BRSSZ;202406-4-BRARB-BRSSZ;23977,46;1;0;0;0;0,9;;0,2;0,1;;;222;17,8;200;;;0;215;;439,8;OVDAdmin;2026-02-05 01:44
2025-02-08;15:00;Noon (Position) - Sea passage;;23;21;S;23;55,07;W;46;21,28;BRARB;BRSSZ;202406-4-BRARB-BRSSZ;23977,46;0;3,52;19,48;0;1,8;;4,1;1,8;;;214,3;17,8;200;;;0;215;1,3;432,1;OVDAdmin;2026-02-05 01:44
2025-02-08;15:25;Arrival;;0,42;5;S;23;55,2;W;46;21,64;BRARB;BRSSZ;202406-4-BRARB-BRSSZ;23977,46;0;0,42;0;0;0,2;;0,2;;;;213,9;17,8;200;;;0;215;;431,7;OVDAdmin;2026-02-05 01:44
2025-02-09;15:00;Noon (Position) - Port;;23,58;0;S;23;55,2;W;46;21,64;BRSSZ;BRSSZ;202406-4-BRARB-BRSSZ;11658,97;0;0;0;0;;;5,2;3,1;;;205,6;17,8;200;;;4671,66;215;2,3;423,4;OVDAdmin;2026-02-05 01:44
2025-02-10;15:00;Noon (Position) - Port;;24;0;S;23;55,2;W;46;21,64;BRSSZ;BRSSZ;202406-4-BRARB-BRSSZ;11658,97;0;0;0;0;;;6,9;3,1;;;195,6;17,8;200;;;7717,5;215;2,3;413,4;OVDAdmin;2026-02-05 01:44
2025-02-11;15:00;Noon (Position) - Port;;24;0;S;23;55,2;W;46;21,64;BRSSZ;BRSSZ;202406-4-BRARB-BRSSZ;11658,97;0;0;0;0;;;7;2,9;;;185,7;17,8;200;;;5460,56;215;2,1;403,5;OVDAdmin;2026-02-05 01:44
2025-02-12;15:00;Noon (Position) - Port;;24;0;S;23;55,2;W;46;21,64;BRSSZ;BRSSZ;202406-4-BRARB-BRSSZ;11658,97;0;0;0;0;;;6,5;2,5;;;176,7;17,8;200;;;5944,19;215;1,7;394,5;OVDAdmin;2026-02-05 01:44
2025-02-13;15:00;Noon (Position) - Port;;24;7;S;23;58,89;W;46;17,21;BRSSZ;BRSSZ;202406-4-BRARB-BRSSZ;11658,97;0;1,5;0;0;1,2;;5,6;2,5;;;167,4;17,8;200;399,25;;742,595;215;1,7;784,45;OVDAdmin;2026-02-05 01:44
2025-02-14;15:00;Noon (Position) - Port;;24;21;S;24;13,99;W;46;17,32;BRSSZ;BRSSZ;202406-4-BRARB-BRSSZ;11658,97;0;2,25;0;0;2,45;;6,1;4,1;;;154,75;17,8;200;399,25;;4788,28;215;1,7;771,8;OVDAdmin;2026-02-05 01:44
2025-02-15;15:00;Noon (Position) - Port;;24;0,1;S;24;13,93;W;46;17,21;BRSSZ;BRSSZ;202406-4-BRARB-BRSSZ;11658,97;0;0,2;0;0;0,1;;5;4,1;;;145,55;17,8;200;399,25;;0;215;3,3;762,6;OVDAdmin;2026-02-05 01:44
2025-02-16;15:00;Noon (Position) - Port;;24;26;S;23;55,48;W;46;19,81;BRSSZ;BRSSZ;202406-4-BRARB-BRSSZ;11658,97;0;3,57;0;0;4,1;;3,8;2,5;;;135,15;17,8;200;399,25;;13,72;215;1,7;752,2;OVDAdmin;2026-02-05 01:44
2025-02-17;15:00;Noon (Position) - Port;;24;0;S;23;55,48;W;46;19,81;BRSSZ;BRSSZ;202406-4-BRARB-BRSSZ;11658,97;0;0;0;0;;;3,8;2,1;;;129,25;17,8;200;399,25;;2274,09;215;1,3;746,3;OVDAdmin;2026-02-05 01:44
2025-02-18;08:08;Departure;;17,13;0;S;23;55,49;W;46;19,81;BRSSZ;BRSSZ;202406-4-BRARB-BRSSZ;11658,97;0;0;0;0;;;3;1;;;125,25;17,8;200;399,25;;1915,655;215;0,6;742,3;OVDAdmin;2026-02-05 01:44
2025-02-18;09:30;Begin of sea passage;;1,37;11;S;24;1,19;W;46;20,67;BRSSZ;BRRIO;202406-5-BRSSZ-BRRIO;11658,97;0;1,37;0;0;1;;0,3;;;;123,95;17,8;200;399,25;;0;215;;741;OVDAdmin;2026-02-05 01:44
2025-02-18;15:00;Noon (Position) - Sea passage;;5,5;76;S;24;20,06;W;45;22,86;BRSSZ;BRRIO;202406-5-BRSSZ-BRRIO;11658,97;5,5;0;0;0;5,1;;0,8;0,2;;;117,85;17,8;200;399,25;;0;215;0,2;734,9;OVDAdmin;2026-02-05 01:44
2025-02-19;01:00;End of sea passage;;10;137;S;23;9,79;W;43;14,62;BRSSZ;BRRIO;202406-5-BRSSZ-BRRIO;11658,97;10;0;0;0;9,2;;1,5;1,5;;;105,65;17,8;200;399,25;;0;215;1,5;722,7;OVDAdmin;2026-02-05 01:44
2025-02-19;10:35;Arrival;;9,58;30;S;22;49,4;W;43;9,73;BRSSZ;BRRIO;202406-5-BRSSZ-BRRIO;11658,97;0;9,58;0;0;2,1;;1,6;0,3;;;101,65;17,8;200;399,25;;0;215;0,3;718,7;OVDAdmin;2026-02-05 01:44
2025-02-19;15:00;Noon (Position) - Port;;4,42;0;S;22;49,41;W;43;9,73;BRRIO;BRRIO;202406-5-BRSSZ-BRRIO;6576,33;0;0;0;0;;;0,5;0,3;;;100,85;17,8;200;399,25;;0;215;;717,9;OVDAdmin;2026-02-05 01:44
2025-02-20;13:25;Departure;;22,42;0;S;22;49,4;W;43;9,73;BRRIO;BRRIO;202406-5-BRSSZ-BRRIO;6576,33;0;0;0;0;;;4,1;2,3;;;94,45;17,8;200;399,25;;6729,66;215;1,5;711,5;OVDAdmin;2026-02-05 01:44
2025-02-20;14:42;Begin of sea passage;;1,28;10;S;22;58,58;W;43;7,69;BRRIO;BRPNG;202406-6-BRRIO-BRPNG;6576,33;0;1,28;0;0;0,8;;0,3;0,1;;;93,25;17,8;200;399,25;;0;215;0,1;710,3;OVDAdmin;2026-02-05 01:44
2025-02-20;15:00;Noon (Position) - Sea passage;;0,3;4;S;23;2,41;W;43;5,73;BRRIO;BRPNG;202406-6-BRRIO-BRPNG;6576,33;0,3;0;0;0;0,2;;0,1;;;;92,95;17,8;200;399,25;;0;215;;710;OVDAdmin;2026-02-05 01:44
2025-02-21;14:42;End of sea passage;;23,7;317;S;25;42,59;W;48;2,95;BRRIO;BRPNG;202406-6-BRRIO-BRPNG;6576,33;23,7;0;0;0;22,6;;4,5;1,1;;;64,75;17,8;200;399,25;;0;215;1,1;681,8;OVDAdmin;2026-02-05 01:44
2025-02-21;15:00;Noon (Position) - Sea passage;;0,3;3;S;25;43,94;W;48;6,26;BRRIO;BRPNG;202406-6-BRRIO-BRPNG;6576,33;0;0,3;0;0;0,2;;0,1;;;;64,45;17,8;200;399,25;;0;215;;681,5;OVDAdmin;2026-02-05 01:44
2025-02-22;15:00;Noon (Position) - Sea passage;;24;3;S;25;43,93;W;48;9,93;BRRIO;BRPNG;202406-6-BRRIO-BRPNG;6576,33;0;0,72;23,28;0;0,1;;3,9;2,1;;;58,35;17,8;200;399,25;;0;215;1,3;675,4;OVDAdmin;2026-02-05 01:44
2025-02-23;15:00;Noon (Position) - Sea passage;;24;0;S;25;43,94;W;48;9,87;BRRIO;BRPNG;202406-6-BRRIO-BRPNG;6576,33;0;0;24;0;;;3,5;1,8;;;53,05;17,8;200;399,25;;0;215;1;670,1;OVDAdmin;2026-02-05 01:44
2025-02-24;15:00;Noon (Position) - Sea passage;;24;0;S;25;43,95;W;48;9,86;BRRIO;BRPNG;202406-6-BRRIO-BRPNG;6576,33;0;0;24;0;;;3,2;1,8;;;48,05;17,8;200;399,25;;0;215;1;665,1;OVDAdmin;2026-02-05 01:44
