Date_UTC;Time_UTC;Event;Purposes_Of_Call;Time_Since_Previous_Report;Distance;Latitude_North_South;Latitude_Degree;Latitude_Minutes;Longitude_East_West;Longitude_Degree;Longitude_Minutes;Voyage_From;Voyage_To;Voyage_Number;Cargo_Mt;Time_Elapsed_Sailing;Time_Elapsed_Maneuvering;Time_Elapsed_Anchoring;Time_Elapsed_Drifting;ME_Consumption;ME_Consumption_BDN_2;AE_Consumption;Boiler_Consumption;AE_Consumption_BDN_2;Boiler_Consumption_BDN_2;BDN_ROB;BDN_2_ROB;BDN_3_ROB;BDN_4_ROB;BDN_5_ROB;Discharge_Pump_Work;Discharge_Pump_SFOC;Cargo_Heating_Consumption_BDN;ROB_Fuel_Total;Source_System;Last_Updated
2025-09-01;20:30;End of sea passage;;5,5;74;S;35;4,09;W;55;48,04;BRSSZ;ARCMP;202504-5-BRSSZ-ARCMP;8993,97;5,5;0;0;0;4,8;;1,3;0,4;;;166,9;29,6;799,73;;;0;215;0,4;996,23;OVDAdmin;2026-02-05 01:44
2025-09-02;15:00;Noon (Position) - Sea passage;;18,5;182;S;34;9,41;W;58;55,13;BRSSZ;ARCMP;202504-5-BRSSZ-ARCMP;8993,97;0;18,5;0;0;16,4;;3;0,5;;;166,9;9,7;799,73;;;0;215;0,5;976,33;OVDAdmin;2026-02-05 01:44
2025-09-02;15:40;Arrival;;0,67;1;S;34;9,4;W;58;55,14;BRSSZ;ARCMP;202504-5-BRSSZ-ARCMP;8993,97;0;0,67;0;0;0,2;;0,2;;;;166,9;9,3;799,73;;;0;215;;975,93;OVDAdmin;2026-02-05 01:44
2025-09-03;15:00;Noon (Position) - Port;;23,33;0;S;34;9,41;W;58;55,13;ARCMP;ARCMP;202504-5-BRSSZ-ARCMP;2456,69;0;0;0;0;;;5,2;2,1;;;166,9;2;799,73;;;8290,31;215;1,3;968,63;OVDAdmin;2026-02-05 01:44
2025-09-03;22:15;Noon (Position) - Port;;7,25;0;S;34;9,41;W;58;55,13;ARCMP;ARCMP;202504-5-BRSSZ-ARCMP;2456,69;0;0;0;0;0,3;;1,8;0,6;;;166,9;1,7;797,33;;;944,965;215;0,3;965,93;OVDAdmin;2026-02-05 01:44
2025-09-04;15:00;Departure;;16,75;171;S;35;3,8;W;55;57,65;ARCMP;ARCMP;202504-5-BRSSZ-ARCMP;2456,69;0;15,08;1,67;0;11,2;;2,7;0,7;;;166,9;1,7;782,73;;;0;215;0,2;951,33;OVDAdmin;2026-02-05 01:44
2025-09-04;16:00;Begin of sea passage;;1;1;S;35;3,42;W;55;55,46;ARCMP;ARBHI;202504-6-ARCMP-ARBHI;2456,69;0;0,77;0,23;0;0,4;;0,4;0,2;;;166,9;1,3;782,13;;;0;215;;950,33;OVDAdmin;2026-02-05 01:44
2025-09-05;15:00;Noon (Position) - Sea passage;;23;291;S;38;29,55;W;57;36,28;ARCMP;ARBHI;202504-6-ARCMP-ARBHI;2456,69;23;0;0;0;1,3;20,7;2,1;2,4;;;166,9;0;756,93;;;0;215;0,8;923,83;OVDAdmin;2026-02-05 01:44
2025-09-06;05:30;End of sea passage;;14,5;186;S;39;21,96;W;61;26,03;ARCMP;ARBHI;202504-6-ARCMP-ARBHI;2456,69;14,5;0;0;0;12,6;;2,2;1,8;;;166,9;740,33;;;;0;215;0,6;907,23;OVDAdmin;2026-02-05 01:44
2025-09-06;15:00;Noon (Position) - Sea passage;;9,5;25;S;39;7,23;W;61;46,88;ARCMP;ARBHI;202504-6-ARCMP-ARBHI;2456,69;0;3,4;6,1;0;2,93;;1,2;1;;;166,9;735,2;;;;0;215;0,2;902,1;OVDAdmin;2026-02-05 01:44
2025-09-06;19:05;Arrival;;4,08;34;S;38;47,06;W;62;18,38;ARCMP;ARBHI;202504-6-ARCMP-ARBHI;2456,69;0;4,08;0;0;2,2;;0,8;0,5;;;166,9;731,7;;;;0;215;0,2;898,6;OVDAdmin;2026-02-05 01:44
2025-09-07;15:00;Noon (Position) - Port;;19,92;0;S;38;47,06;W;62;18,38;ARBHI;ARBHI;202504-6-ARCMP-ARBHI;2200;0;0;0;0;;;4,5;1,2;;;166,9;726;;;;8317,75;215;;892,9;OVDAdmin;2026-02-05 01:44
2025-09-08;15:00;Noon (Position) - Port;;24;0,5;S;38;46,96;W;62;18,61;ARBHI;ARBHI;202504-6-ARCMP-ARBHI;2200;0;0,88;0;0;0,4;;3,1;0,8;;;166,9;721,7;;;;0;215;;888,6;OVDAdmin;2026-02-05 01:44
2025-09-09;06:15;Departure;;15,25;0;S;38;46,97;W;62;18,61;ARBHI;ARBHI;202504-6-ARCMP-ARBHI;2200;0;0;0;0;0,4;;1,7;0,8;;;166,9;718,8;;;;0;215;;885,7;OVDAdmin;2026-02-05 01:44
2025-09-09;11:00;Begin of sea passage;;4,75;47;S;39;16,87;W;61;38,38;ARBHI;BRARB;202504-7-ARBHI-BRARB;2200;0;4,75;0;0;3;;0,7;;;;166,9;715,1;;;;;215;;882;OVDAdmin;2026-02-05 01:44
2025-09-09;15:00;Noon (Position) - Sea passage;;4;57;S;39;16,46;W;60;28,92;ARBHI;BRARB;202504-7-ARBHI-BRARB;2200;4;0;0;0;3,6;;;0,2;;;166,9;711,3;;;;;215;;878,2;OVDAdmin;2026-02-05 01:44
2025-09-10;15:00;Noon (Position) - Sea passage;;24;319;S;37;9,95;W;54;19,79;ARBHI;BRARB;202504-7-ARBHI-BRARB;2200;24;0;0;0;22,4;;2;0,6;;;166,9;686,3;;;;;215;;853,2;OVDAdmin;2026-02-05 01:44
2025-09-11;15:00;Noon (Position) - Sea passage;;24;311;S;33;28,55;W;49;58,18;ARBHI;BRARB;202504-7-ARBHI-BRARB;2200;24;0;0;0;22,2;;2,2;0,2;;;166,9;661,7;;;;;215;;828,6;OVDAdmin;2026-02-05 01:44
2025-09-12;15:00;Noon (Position) - Sea passage;;24;324;S;29;35,71;W;45;33,45;ARBHI;BRARB;202504-7-ARBHI-BRARB;2200;24;0;0;0;22;;2,1;;;;166,9;637,6;;;;;215;;804,5;OVDAdmin;2026-02-05 01:44
2025-09-13;15:00;Noon (Position) - Sea passage;;24;323;S;25;42,98;W;41;20,25;ARBHI;BRARB;202504-7-ARBHI-BRARB;2200;24;0;0;0;22;;2,4;;;;166,9;613,2;;;;;215;;780,1;OVDAdmin;2026-02-05 01:44
2025-09-14;15:00;Noon (Position) - Sea passage;;24;315;S;21;30,88;W;37;53,22;ARBHI;BRARB;202504-7-ARBHI-BRARB;2200;24;0;0;0;22,6;;1,1;;;;166,9;589,5;;;;;215;;756,4;OVDAdmin;2026-02-05 01:44
2025-09-15;15:00;Noon (Position) - Sea passage;;24;312;S;16;21,59;W;37;50,22;ARBHI;BRARB;202504-7-ARBHI-BRARB;2200;24;0;0;0;22,3;;1;;;;166,9;566,2;;;;;215;;733,1;OVDAdmin;2026-02-05 01:44
2025-09-16;05:30;End of sea passage;;14,5;194;S;13;11,81;W;38;35,13;ARBHI;BRARB;202504-7-ARBHI-BRARB;2200;14,5;0;0;0;13,5;;0,8;;;;166,9;551,9;;;;;215;;718,8;OVDAdmin;2026-02-05 01:44
2025-09-16;10:45;Arrival;;5,25;26;S;12;46,99;W;38;30;ARBHI;BRARB;202504-7-ARBHI-BRARB;2200;0;3,9;1,35;0;1,8;;0,8;0,2;;;166,9;549,1;;;;;215;;716;OVDAdmin;2026-02-05 01:44
2025-09-16;15:00;Noon (Position) - Port;;4,25;0;S;12;46,99;W;38;30;BRARB;BRARB;202504-7-ARBHI-BRARB;4643,99;0;0;0;0;;;0,5;0,2;;;166,9;548,4;;;;;215;;715,3;OVDAdmin;2026-02-05 01:44
2025-09-17;15:00;Noon (Position) - Port;;24;2;S;12;47;W;38;28,61;BRARB;BRARB;202504-7-ARBHI-BRARB;4643,99;0;1;0;0;0,4;;3;1;;;166,9;544;;;;;215;;710,9;OVDAdmin;2026-02-05 01:44
2025-09-18;15:00;Noon (Position) - Port;;24;0;S;12;47;W;38;28,61;BRARB;BRARB;202504-7-ARBHI-BRARB;4643,99;0;0;0;0;;;2,8;1;;;166,9;540,2;;;;;215;;707,1;OVDAdmin;2026-02-05 01:44
2025-09-19;01:50;Departure;CargoOperations;10,83;0;S;12;47,05;W;38;28,49;BRARB;BRARB;202504-7-ARBHI-BRARB;4643,99;0;0;0;0;;;1,2;0,6;;;166,9;538,4;;;;;215;;705,3;OVDAdmin;2026-02-05 01:44
2025-09-19;03:24;Begin of sea passage;;1,57;17;S;12;59,62;W;38;33,48;BRARB;USHOU;202505-2-BRARB-USHOU;4643,99;0;1,57;0;0;1,2;;0,3;;;;166,9;536,9;;;;;215;;703,8;OVDAdmin;2026-02-05 01:44
2025-09-19;15:00;Noon (Position) - Sea passage;;11,6;156;S;11;33,1;W;36;44,46;BRARB;USHOU;202505-2-BRARB-USHOU;4643,99;11,6;0;0;0;10,2;;0,6;0,4;;;166,9;525,7;;;;;215;;692,6;OVDAdmin;2026-02-05 01:44
2025-09-20;15:00;Noon (Position) - Sea passage;;24;324;S;6;58,56;W;34;31,63;BRARB;USHOU;202505-2-BRARB-USHOU;4643,99;24;0;0;0;22,5;;1,2;0,5;;;166,9;501,5;;;;;215;;668,4;OVDAdmin;2026-02-05 01:44
2025-09-21;15:00;Noon (Position) - Sea passage;;24;358;S;2;54,72;W;38;21,3;BRARB;USHOU;202505-2-BRARB-USHOU;4643,99;24;0;0;0;22,6;;1,3;;;;166,9;477,6;;;;;215;;644,5;OVDAdmin;2026-02-05 01:44
2025-09-22;15:00;Noon (Position) - Sea passage;;24;351;N;0;14,4;W;43;10,43;BRARB;USHOU;202505-2-BRARB-USHOU;4643,99;24;0;0;0;22,6;;1,3;;;;166,9;453,7;;;;;215;;620,6;OVDAdmin;2026-02-05 01:44
2025-09-23;15:00;Noon (Position) - Sea passage;;24;381;N;3;51,92;W;48;40,25;BRARB;USHOU;202505-2-BRARB-USHOU;4643,99;24;0;0;0;22,4;;1,1;;;;166,9;430,2;;;;;215;;597,1;OVDAdmin;2026-02-05 01:44
2025-09-24;15:00;Noon (Position) - Sea passage;;24;359;N;7;2,91;W;53;41,59;BRARB;USHOU;202505-2-BRARB-USHOU;4643,99;24;0;0;0;22,8;;0,2;;;;166,9;407,2;;;;;215;;574,1;OVDAdmin;2026-02-05 01:44
2025-09-25;16:00;Noon (Position) - Sea passage;;25;345;N;9;53,66;W;58;44,71;BRARB;USHOU;202505-2-BRARB-USHOU;4643,99;25;0;0;0;23,7;;0,5;;;;166,9;383;;;;;215;;549,9;OVDAdmin;2026-02-05 01:44
2025-09-26;16:00;Noon (Position) - Sea passage;;24;347;N;12;21,5;W;64;5,87;BRARB;USHOU;202505-2-BRARB-USHOU;4643,99;24;0;0;0;22,6;;0,9;;;;166,9;359,5;;;;;215;;526,4;OVDAdmin;2026-02-05 01:44
2025-09-27;16:00;Noon (Position) - Sea passage;;24;333;N;14;28,77;W;69;15,56;BRARB;USHOU;202505-2-BRARB-USHOU;4643,99;24;0;0;0;22,8;;;;;;166,9;336,7;;;;;215;;503,6;OVDAdmin;2026-02-05 01:44
2025-09-28;17:00;Noon (Position) - Sea passage;;25;332;N;15;48,78;W;74;50,93;BRARB;USHOU;202505-2-BRARB-USHOU;4643,99;25;0;0;0;23,6;;0,5;;;;166,9;312,6;;;;;215;;479,5;OVDAdmin;2026-02-05 01:44
2025-09-29;17:00;Noon (Position) - Sea passage;;24;308;N;17;9,86;W;79;55,95;BRARB;USHOU;202505-2-BRARB-USHOU;4643,99;24;0;0;0;22,8;;0,4;;;;166,9;289,4;;;;;215;;456,3;OVDAdmin;2026-02-05 01:44
2025-09-30;17:00;Noon (Position) - Sea passage;;24;323;N;20;41,63;W;84;16,19;BRARB;USHOU;202505-2-BRARB-USHOU;4643,99;24;0;0;0;22,8;;1;;;;166,9;265,6;;;;;215;;432,5;OVDAdmin;2026-02-05 01:44
2025-10-01;17:00;Noon (Position) - Sea passage;;24;319;N;23;57,27;W;88;42,7;BRARB;USHOU;202505-2-BRARB-USHOU;4643,99;24;0;0;0;22,6;;1,5;;;;166,9;241,5;;;;;215;;408,4;OVDAdmin;2026-02-05 01:44
2025-10-02;17:00;Noon (Position) - Sea passage;;24;332;N;26;50,81;W;93;48,97;BRARB;USHOU;202505-2-BRARB-USHOU;4643,99;24;0;0;0;16,8;5,2;1;0,1;0,8;;160,6;223,9;;;;;215;;384,5;OVDAdmin;2026-02-05 01:44
2025-10-03;04:42;End of sea passage;;11,7;149;N;29;12,66;W;94;26,94;BRARB;USHOU;202505-2-BRARB-USHOU;4643,99;11,7;0;0;0;9,3;;2,2;0,1;;;149;223,9;;;;;215;;372,9;OVDAdmin;2026-02-05 01:44
2025-10-03;17:00;Noon (Position) - Sea passage;;12,3;8;N;29;17,94;W;94;33,13;BRARB;USHOU;202505-2-BRARB-USHOU;4643,99;0;1,9;10,4;0;0,5;;1,7;0,3;;;146,5;223,9;;;;;215;;370,4;OVDAdmin;2026-02-05 01:44
2025-10-04;17:00;Noon (Position) - Sea passage;;24;0;N;29;17,9;W;94;33,12;BRARB;USHOU;202505-2-BRARB-USHOU;4643,99;0;0;24;0;;;4,2;0,8;;;141,5;223,9;;;;;215;;365,4;OVDAdmin;2026-02-05 01:44
2025-10-05;17:00;Noon (Position) - Sea passage;;24;14;N;29;21,4;W;94;47,45;BRARB;USHOU;202505-2-BRARB-USHOU;4643,99;0;1,6;22,4;0;0,7;;3,4;1;;;136,4;223,9;;;;;215;;360,3;OVDAdmin;2026-02-05 01:44
2025-10-05;20:32;Arrival;;3,53;32;N;29;44,6;W;95;5,9;BRARB;USHOU;202505-2-BRARB-USHOU;4643,99;0;3,53;0;0;2,9;;0,9;;;;132,6;223,9;;;;;215;;356,5;OVDAdmin;2026-02-05 01:44
2025-10-06;17:00;Noon (Position) - Port;;20,47;0;N;29;44,6;W;95;5,9;USHOU;USHOU;202505-2-BRARB-USHOU;25444,74;0;0;0;0;;;3,8;0,8;;;128;223,9;;;;2087,155;215;;351,9;OVDAdmin;2026-02-05 01:44
2025-10-07;17:00;Noon (Position) - Port;;24;54;N;29;44,1;W;95;9,04;USHOU;USHOU;202505-2-BRARB-USHOU;25444,74;0;10,92;0;0;6,2;;4,4;0,7;;;116,7;223,9;;;;128,625;215;;340,6;OVDAdmin;2026-02-05 01:44
2025-10-08;17:00;Noon (Position) - Port;;24;49;N;29;14,81;W;94;36,89;USHOU;USHOU;202505-2-BRARB-USHOU;25444,74;0;5,28;0;0;5,8;;3,8;0,7;;;106,4;223,9;;;;;215;;330,3;OVDAdmin;2026-02-05 01:44
2025-10-09;17:00;Noon (Position) - Port;;24;36;N;29;36,52;W;95;1,14;USHOU;USHOU;202505-2-BRARB-USHOU;25444,74;0;4,1;0;0;3,8;;4,7;1,1;;;96,8;223,9;499,79;299,74;;2378,705;215;;1120,23;OVDAdmin;2026-02-05 01:44
2025-10-10;17:00;Noon (Position) - Port;;24;161;N;29;16,91;W;94;28,52;USHOU;USHOU;202505-2-BRARB-USHOU;25444,74;0;14,23;0;0;10,4;;4,2;1;;;81,2;223,9;499,79;299,74;;;215;;1104,63;OVDAdmin;2026-02-05 01:44
2025-10-11;17:00;Noon (Position) - Port;;24;24;N;29;22,41;W;94;53,36;USHOU;USHOU;202505-2-BRARB-USHOU;25444,74;0;3,43;0;0;2,6;;3;1;;;74,6;223,9;499,79;299,74;;;215;;1098,03;OVDAdmin;2026-02-05 01:44
2025-10-12;17:00;Noon (Position) - Port;;24;19;N;29;18,37;W;94;33,92;USHOU;USHOU;202505-2-BRARB-USHOU;25444,74;0;2,28;0;0;1,9;;3;0,8;;;68,9;223,9;499,79;299,74;;;215;;1092,33;OVDAdmin;2026-02-05 01:44
2025-10-13;17:00;Noon (Position) - Port;;24;39;N;29;43,37;W;95;1,19;USHOU;USHOU;202505-2-BRARB-USHOU;25444,74;0;3,82;0;0;3;;3;0,8;;;62,1;223,9;499,79;299,74;;;215;;1085,53;OVDAdmin;2026-02-05 01:44
2025-10-14;17:00;Noon (Position) - Port;;24;0,08;N;29;43,37;W;95;1,19;USHOU;USHOU;202505-2-BRARB-USHOU;25444,74;0;0;0;0;;;2,8;1;;;58,26;223,9;499,79;299,74;;;215;;1081,69;OVDAdmin;2026-02-05 01:44
2025-10-15;17:00;Noon (Position) - Port;;24;0;N;29;43,37;W;95;1,19;USHOU;USHOU;202505-2-BRARB-USHOU;25444,74;0;0;0;0;;;3;1;;;54,26;223,9;499,79;299,74;;;215;;1077,69;OVDAdmin;2026-02-05 01:44
2025-10-16;17:00;Noon (Position) - Port;;24;1;N;29;43,54;W;95;1,25;USHOU;USHOU;202505-2-BRARB-USHOU;25444,74;0;0,78;0;0;0,4;;3;0,8;;;50,06;223,9;499,79;299,74;;;215;;1073,49;OVDAdmin;2026-02-05 01:44
2025-10-17;17:00;Noon (Position) - Port;;24;40;N;29;17,72;W;94;34;USHOU;USHOU;202505-2-BRARB-USHOU;25444,74;0;4,2;0;0;3,4;;3,2;0,8;;;42,66;223,9;499,79;299,74;;;215;;1066,09;OVDAdmin;2026-02-05 01:44
2025-10-18;17:00;Noon (Position) - Port;;24;21;N;29;21,7;W;94;55;USHOU;USHOU;202505-2-BRARB-USHOU;25444,74;0;2,77;0;0;2,3;;3;1;;;36,36;223,9;499,79;299,74;;;215;;1059,79;OVDAdmin;2026-02-05 01:44
2025-10-19;17:00;Noon (Position) - Port;;24;21;N;29;19,08;W;94;33,92;USHOU;USHOU;202505-2-BRARB-USHOU;25444,74;0;2,62;0;0;2,2;;4,6;0,8;;;28,76;223,9;499,79;299,74;;;215;;1052,19;OVDAdmin;2026-02-05 01:44
2025-10-20;17:00;Noon (Position) - Port;;24;45;N;29;44,68;W;95;5,98;USHOU;USHOU;202505-2-BRARB-USHOU;25444,74;0;5,58;0;0;4,3;;5;0,8;;;18,66;223,9;499,79;299,74;;;215;;1042,09;OVDAdmin;2026-02-05 01:44
2025-10-21;17:00;Noon (Position) - Port;;24;0;N;29;44,68;W;95;5,98;USHOU;USHOU;202505-2-BRARB-USHOU;25444,74;0;0;0;0;;;4,5;0,8;;;13,36;223,9;499,79;299,74;;;215;;1036,79;OVDAdmin;2026-02-05 01:44
2025-10-22;17:00;Noon (Position) - Port;;24;2;N;29;44,25;W;95;7,72;USHOU;USHOU;202505-2-BRARB-USHOU;25444,74;0;1,38;0;0;0,9;;3,8;0,9;;;7,76;223,9;499,79;299,74;;;215;;1031,19;OVDAdmin;2026-02-05 01:44
2025-10-23;17:00;Noon (Position) - Port;;24;50;N;29;16,2;W;94;30,74;USHOU;USHOU;202505-2-BRARB-USHOU;25444,74;0;5,07;0;0;4,1;;3,6;;;0,6;0,06;223,9;499,79;299,14;;;215;;1022,89;OVDAdmin;2026-02-05 01:44
2025-10-24;17:00;Noon (Position) - Port;;24;0;N;29;16,19;W;94;30,74;USHOU;USHOU;202505-2-BRARB-USHOU;25444,74;0;0;0;0;;;0,06;;3,14;0,8;0;223,9;499,79;295,2;;;215;;1018,89;OVDAdmin;2026-02-05 01:44
2025-10-25;17:00;Noon (Position) - Port;;24;0;N;29;16,12;W;94;30,69;USHOU;USHOU;202505-2-BRARB-USHOU;25444,74;0;0;0;0;;;2,8;0,8;;;223,9;499,79;291,6;;;;215;;1015,29;OVDAdmin;2026-02-05 01:44
2025-10-26;17:00;Noon (Position) - Port;;24;49;N;29;44,83;W;95;5,89;USHOU;USHOU;202505-2-BRARB-USHOU;25444,74;0;5,25;0;0;3,8;;3,5;0,7;;;223,9;499,79;283,6;;;;215;;1007,29;OVDAdmin;2026-02-05 01:44
2025-10-27;11:24;Departure;CargoOperations;18,4;0,1;N;29;44,83;W;95;5,88;USHOU;USHOU;202505-2-BRARB-USHOU;25444,74;0;0;0;0;0,3;;3;0,7;;;223,9;499,79;279,6;;;;215;;1003,29;OVDAdmin;2026-02-05 01:44
2025-10-27;15:24;Begin of sea passage;;4;21;N;29;16,75;W;94;36,53;USHOU;USFPO;202505-3-USHOU-USFPO;25444,74;0;4;0;0;3,5;;0,8;;;;223,9;499,79;275,3;;;;215;;998,99;OVDAdmin;2026-02-05 01:44
2025-10-27;17:00;Noon (Position) - Sea passage;;1,6;21;N;29;2,7;W;94;35;USHOU;USFPO;202505-3-USHOU-USFPO;25444,74;1,6;0;0;0;1,1;;0,3;;;;223,9;499,79;273,9;;;;215;;997,59;OVDAdmin;2026-02-05 01:44
2025-10-27;19:24;End of sea passage;;2,4;25;N;28;48,63;W;95;0,5;USHOU;USFPO;202505-3-USHOU-USFPO;25444,74;2,4;0;0;0;2,3;;0,7;;;;223,9;499,79;270,9;;;;215;;994,59;OVDAdmin;2026-02-05 01:44
2025-10-28;02:42;Arrival;;7,3;13;N;28;56,6;W;95;19,03;USHOU;USFPO;202505-3-USHOU-USFPO;25444,74;0;3,57;3,73;0;2,7;;1,4;0,1;;;223,9;499,79;266,7;;;;215;;990,39;OVDAdmin;2026-02-05 01:44
2025-10-28;17:00;Noon (Position) - Port;;14,3;0;N;28;56,6;W;95;19,03;USFPO;USFPO;202505-3-USHOU-USFPO;27196,46;0;0;0;0;;;2;0,4;;;223,9;499,79;264,3;;;;215;0,2;987,99;OVDAdmin;2026-02-05 01:44
2025-10-29;17:00;Noon (Position) - Port;;24;0;N;28;56,6;W;95;19,03;USFPO;USFPO;202505-3-USHOU-USFPO;27196,46;0;0;0;0;;;3,8;0,9;;;223,9;499,79;259,6;;;2032,275;215;0,5;983,29;OVDAdmin;2026-02-05 01:44
2025-10-30;17:00;Noon (Position) - Port;;24;0;N;28;56,6;W;95;19,03;USFPO;USFPO;202505-3-USHOU-USFPO;27196,46;0;0;0;0;;;4,4;1,4;;;223,9;499,79;253,8;;;;215;0,9;977,49;OVDAdmin;2026-02-05 01:44
2025-10-31;17:00;Noon (Position) - Port;;24;0;N;28;56,6;W;95;19,03;USFPO;USFPO;202505-3-USHOU-USFPO;27196,46;0;0;0;0;;;4,6;1,4;;;223,9;499,79;247,8;;;;215;0,9;971,49;OVDAdmin;2026-02-05 01:44
2025-11-01;17:00;Noon (Position) - Port;;24;0;N;28;56,6;W;95;19,03;USFPO;USFPO;202505-3-USHOU-USFPO;27196,46;0;0;0;0;;;2,8;1,4;;;223,9;499,79;243,6;;;;215;0,9;967,29;OVDAdmin;2026-02-05 01:44
2025-11-02;02:58;Departure;CargoOperations;9,97;0;N;28;56,6;W;95;19,03;USFPO;USFPO;202505-3-USHOU-USFPO;27196,46;0;0;0;0;;;1,5;0,6;;;223,9;499,79;241,5;;;;215;0,3;965,19;OVDAdmin;2026-02-05 01:44
2025-11-02;03:54;Begin of sea passage;;0,93;8;N;28;51,57;W;95;13,61;USFPO;USBTR;202506-1-USFPO-USBTR;27196,46;0;0,93;0;0;0,5;;0,2;;;;223,9;499,79;240,8;;;;215;;964,49;OVDAdmin;2026-02-05 01:44
2025-11-02;18:00;Noon (Position) - Sea passage;;14,1;169;N;27;50,21;W;92;49,21;USFPO;USBTR;202506-1-USFPO-USBTR;27196,46;14,1;0;0;0;12;;2,2;1,1;;;223,9;499,79;225,5;;;;215;0,7;949,19;OVDAdmin;2026-02-05 01:44
2025-11-03;10:00;End of sea passage;;16;195;N;28;43,6;W;89;31,2;USFPO;USBTR;202506-1-USFPO-USBTR;27196,46;16;0;0;0;13,9;;2,9;0,3;;;223,9;499,79;208,4;;;;215;0,2;932,09;OVDAdmin;2026-02-05 01:44
2025-11-03;18:00;Noon (Position) - Sea passage;;8;90;N;29;45,64;W;90;1,41;USFPO;USBTR;202506-1-USFPO-USBTR;27196,46;0;8;0;0;6,7;;1;0,8;;;223,9;499,79;199,9;;;;215;0,5;923,59;OVDAdmin;2026-02-05 01:44
